Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,TermlySessionsPossible,TermlySessionsAuthorised,TermlySessionsUnauthorised,T_Reason_I,T_Reason_M,T_Reason_R,T_Reason_S,T_Reason_T,T_Reason_H,T_Reason_F,T_Reason_E,T_Reason_C,T_Reason_G,T_Reason_U,T_Reason_O,T_Reason_N
190085,75ef1121-5c3e-4118-bbb9-e3841735d123,,,,,,F,,C,2012-09-03 12:00:00,9,133,6,0,8,1,0,1,5,1,0,1,5,2,1,11,0
176317,0ab20462-11e3-4b77-91ab-1255530ba3b9,,,,,,M,,C,2012-09-04 12:00:00,10,129,0,0,10,0,0,9,2,1,0,3,7,1,1,5,0
211332,f34739df-ad15-4e00-96e4-ea3d8a33fe76,,,,,,F,,C,2011-09-13 12:00:00,8,117,9,0,2,1,0,19,1,1,0,0,3,2,0,1,0
177773,61802fde-a6d7-4159-a32f-9886c95b5488,,,,,,F,,C,2011-09-01 12:00:00,10,113,4,0,1,0,0,19,0,0,0,0,5,2,0,0,0
121459,7e6da29c-28b6-4206-96f9-f31608427e6c,,,,,,F,,Leaver,2011-09-05 12:00:00,8,107,1,0,1,1,0,5,0,1,0,2,1,0,0,2,0
157180,e82dc5dc-f90b-4b21-992e-c56975a5a4b9,,,,,,F,,Leaver,2010-09-02 12:00:00,10,102,4,0,3,1,0,2,1,1,0,0,5,1,0,1,0
199438,e9faa89a-9014-4cfd-b6d3-191dda5304b1,,,,,,F,,S,2012-09-06 12:00:00,10,111,1,0,5,1,0,17,2,0,0,2,1,1,0,7,0
216498,8102d056-0204-465f-9589-8b3098691b55,,,,,,M,,C,2013-09-05 12:00:00,12,99,5,0,1,1,0,9,0,0,0,2,5,0,0,2,0
166162,ef6445b5-bc7b-455d-b8ce-d8e72f1392e8,,,,,,M,,C,2011-09-07 12:00:00,12,73,3,0,0,0,0,36,1,2,0,1,3,2,0,2,0
189628,892f3971-8d20-451e-85e7-8fe79dd6ab37,,,,,,F,,C,2009-09-03 12:00:00,9,107,0,0,2,0,0,15,0,0,0,1,0,2,0,0,0
201436,2a34ee29-d9a7-451e-b754-20076912fffa,,,,,,M,,C,2013-09-04 12:00:00,11,128,5,0,4,5,0,0,1,0,0,0,5,4,0,1,0
222487,2ba67ace-5d24-46a2-a8be-dd680d7f06f0,,,,,,M,,C,2013-09-03 12:00:00,9,118,3,0,0,1,0,30,1,1,0,0,1,0,0,5,0
154121,0ecd18ce-5cde-421c-9a03-0aab4011cd0c,,,,,,M,,Leaver,2010-09-02 12:00:00,11,80,0,0,5,1,0,38,1,1,0,0,4,1,0,6,0
240691,b343d2a3-6b50-4086-8628-dc03d39eca01,,,,,,F,,C,2012-10-12 12:00:00,10,111,3,0,3,3,0,2,1,1,0,3,1,3,0,2,0
175525,d8dc6b3d-23f4-489f-a405-9b1ff02a345d,,,,,,F,,C,2011-09-06 12:00:00,12,103,3,0,4,2,0,5,1,2,0,1,0,3,0,2,0
126573,3ecc70d8-e385-4a97-aed5-e4efb6cbc8f3,,,,,,M,,C,2012-09-24 12:00:00,9,128,5,0,6,1,0,24,0,1,0,1,4,0,0,6,0
180484,f7d142ad-0983-4057-a131-a7aceb410ee8,,,,,,F,,M,2009-09-01 12:00:00,9,100,10,0,7,1,0,23,0,0,0,3,1,1,0,0,0
246543,e16527db-5138-4f3e-a61b-b1e5ec767376,,,,,,F,,C,2009-09-17 12:00:00,12,94,2,0,7,1,0,27,1,1,0,2,7,1,1,4,0
153263,4b5cd7a3-3b04-457d-b6fe-418a855631b4,,,,,,F,,C,2010-09-02 12:00:00,8,111,4,0,1,0,0,24,0,0,0,1,4,1,1,3,0
108266,8511303f-9d89-4b34-9820-27e6663e33bd,,,,,,M,,C,2009-09-03 12:00:00,Leaver,87,7,0,1,1,0,48,1,1,0,2,5,0,1,1,0
137009,b99ca44c-fe7e-4ec1-8449-acd12240845c,,,,,,M,,C,2012-09-19 12:00:00,9,127,3,0,1,1,0,12,0,1,0,2,2,2,0,3,0
232098,8a97f217-dd2f-42c6-9aa2-e1c0e484939f,,,,,,F,,C,2010-09-02 12:00:00,11,80,3,0,2,0,0,64,2,1,0,3,5,1,1,6,0
135938,8571105e-e407-410b-840d-36b91967ac8e,,,,,,M,,C,2012-09-20 12:00:00,11,134,2,0,18,4,0,11,2,1,0,1,2,1,0,13,0
165420,13dde66f-e705-47c8-89f6-c79037ac4e0f,,,,,,M,,C,2012-09-06 12:00:00,10,131,4,0,6,1,0,13,1,0,0,1,1,0,0,4,0
126932,868c2a49-cd30-4017-b604-7b6765db2770,,,,,,M,,Leaver,2012-09-06 12:00:00,9,114,0,0,1,1,0,12,1,1,0,0,2,2,0,3,0
188126,59823005-e834-49e4-94c9-7e14ac109b15,,,,,,F,,C,2012-09-06 12:00:00,11,110,3,0,11,1,0,13,0,0,0,2,1,0,1,1,0
207499,02a31a76-f288-4d05-a0cf-6f6dcfbab698,,,,,,M,,M,2012-09-06 12:00:00,11,131,3,0,3,0,0,8,1,1,0,1,1,2,0,3,0
174666,d7740856-b497-4499-998f-6e7b5aa9b39c,,,,,,M,,C,2009-09-03 12:00:00,8,99,4,0,8,1,0,14,0,1,0,1,1,1,0,0,0
181778,df9fbfdd-38e0-44bf-a2de-f028b7fca825,,,,,,M,,Leaver,2011-09-01 12:00:00,8,109,0,0,6,1,0,4,0,1,0,4,2,2,0,2,0
180338,bc91464e-35a9-4933-aa55-f7271c2dd558,,,,,,F,,C,2013-09-05 12:00:00,9,123,7,0,2,2,0,7,1,1,0,1,5,1,1,3,0
166223,701ad124-229b-4292-9fbd-9ad4dc044801,,,,,,M,,C,2012-09-06 12:00:00,10,105,6,0,5,1,0,39,0,0,0,2,1,3,0,1,0
206929,d75555b9-c025-4f8c-9664-cb3d1571863d,,,,,,F,,C,2014-02-24 12:00:00,7,131,6,0,11,1,0,0,1,0,0,3,4,1,0,2,0
193044,3807eedf-50fe-47d4-9036-d27ad7617044,,,,,,M,,C,2012-09-06 12:00:00,12,115,3,0,7,1,0,22,2,1,0,1,5,4,1,8,0
251889,7c6010b5-d059-4504-b782-a800058b37bc,,,,,,F,,C,2012-09-06 12:00:00,10,111,11,0,1,1,0,12,0,0,0,3,2,1,0,3,0
153218,86be1b13-fdfd-444f-9ece-e645ca024aa4,,,,,,M,,C,2010-09-01 12:00:00,8,113,3,0,9,1,0,11,3,0,0,1,2,3,0,4,0
206909,9b5dd09a-d945-4695-a392-50685e2b1424,,,,,,M,,C,2013-09-05 12:00:00,8,107,4,0,7,1,0,8,1,1,0,2,3,3,0,2,0
209086,c6cbf00d-1c5c-4d2b-aca5-648f2fd813be,,,,,,F,,C,2011-09-07 12:00:00,12,88,2,0,3,0,0,24,0,0,0,3,2,1,0,0,0
182859,22761a29-d46c-452f-a792-d77c2ec626f7,,,,,,F,,C,2010-09-01 12:00:00,10,122,1,0,11,1,0,43,3,0,0,2,0,2,0,1,0
189302,8a4becd1-27b0-40cb-b80d-fe984089ce9d,,,,,,M,,C,2013-09-05 12:00:00,8,124,1,0,10,2,0,41,0,0,0,2,2,1,0,3,0
199979,f958a8f1-6092-4f88-8c76-17fc3e0a9d3e,,,,,,F,,Leaver,2013-09-03 12:00:00,11,87,2,0,1,1,0,18,1,0,0,1,4,1,0,2,0
210088,5388216c-b2c1-41b7-9f30-8d28df547f6e,,,,,,F,,C,2010-09-02 12:00:00,Leaver,87,9,0,1,0,0,16,0,1,0,0,3,1,0,5,0
179168,2bbeb867-e324-4f3c-b0e4-6fcda4b55a1a,,,,,,M,,C,2012-09-06 12:00:00,11,86,9,0,9,2,0,1,0,1,0,1,3,1,0,5,0
201988,3938a9d8-c397-43c4-850b-258714fe76f9,,,,,,M,,Leaver,2013-09-04 12:00:00,9,76,9,0,1,1,0,15,1,2,0,1,1,0,0,5,0
218388,4efe44dc-3334-4276-bbde-19283e715e74,,,,,,M,,C,2009-09-03 12:00:00,11,92,1,0,2,0,0,23,0,0,0,3,1,0,0,0,0
229423,684cca8d-3f98-48b5-b91a-6c4eabfeebe2,,,,,,F,,C,2009-09-01 12:00:00,12,103,1,0,3,1,0,10,0,1,0,0,4,2,1,4,0
202442,5a0ed53b-d4fd-4082-8e9b-4ce6123d32c9,,,,,,M,,C,2009-09-01 12:00:00,11,119,3,0,0,1,0,6,0,0,0,1,1,2,1,1,0
248566,2b5f5b00-98ec-4467-916a-8b0714560b71,,,,,,M,,C,2009-09-03 12:00:00,9,107,1,0,7,1,0,1,0,1,0,2,1,2,0,0,0
225399,d935e910-1dcb-4322-ac09-8031b0c70ea5,,,,,,F,,C,2012-09-04 12:00:00,7,134,6,0,9,2,0,15,0,0,0,1,1,4,1,1,0
244457,2266795c-b12d-4777-a45d-82f09127e881,,,,,,M,,C,2010-09-06 12:00:00,8,70,10,0,1,1,0,4,1,0,0,2,2,0,0,2,0
183234,6db1ad31-2130-498a-b5f9-a413e3dbc670,,,,,,F,,C,2011-09-05 12:00:00,10,119,4,0,14,1,0,4,1,0,0,3,5,3,0,2,0
174553,13eab9ab-bcee-4959-87fa-a17764fc08c0,,,,,,F,,C,2009-09-03 12:00:00,11,132,5,0,4,2,0,15,1,0,0,2,1,4,1,0,0
166641,0b13eea8-a18b-4f1f-9965-fb384259163b,,,,,,M,,C,2010-09-01 12:00:00,8,123,8,0,2,2,0,18,0,0,0,0,3,1,0,2,0
172469,81505c83-8894-4f98-95df-0aac701bd8b9,,,,,,F,,Leaver,2013-09-03 12:00:00,12,106,3,0,1,0,0,34,2,2,0,2,4,0,0,2,0
184549,fdd13b55-013b-4e2a-9e1e-9196cdcc569b,,,,,,F,,C,2014-04-22 12:00:00,8,127,1,0,2,1,0,37,0,1,0,2,0,1,0,4,0
193402,7a7f914c-2d15-4af6-9a3f-2c378d61aa49,,,,,,M,,C,2010-09-03 12:00:00,8,118,7,0,4,1,0,16,0,1,0,2,1,1,0,8,0
180682,b3310de7-cc70-469a-b482-2ea5486a0b22,,,,,,F,,C,2012-09-06 12:00:00,Leaver,108,3,0,10,1,0,18,0,2,0,2,2,1,0,2,0
133831,07a748f2-73d4-420a-87d3-8482539afeb4,,,,,,M,,C,2010-09-03 12:00:00,11,108,10,0,1,0,0,3,0,0,0,2,2,1,0,3,0
250531,f000b2e0-1a8b-4ab1-b56c-7f270fff70b5,,,,,,F,,C,2011-09-05 12:00:00,8,95,0,0,7,1,0,17,2,1,0,2,2,4,0,10,0
261237,63af90b0-633c-43cf-857d-a58fea228e69,,,,,,M,,C,2010-09-02 12:00:00,10,81,2,0,2,1,0,38,1,0,0,1,1,2,0,5,0
226408,ac4aba2b-26b0-4e23-a075-9e5f9c6da6e8,,,,,,F,,C,2009-09-01 12:00:00,12,121,5,0,10,1,0,15,2,1,0,1,1,1,0,1,0
197305,5e75d60d-d4db-4f36-abf0-4d9d22ed6c9f,,,,,,F,,C,2010-09-02 12:00:00,12,108,7,0,2,0,0,25,1,1,0,2,0,0,0,0,0
139988,dafa9ce6-3df6-4c32-857c-7d3100bbe3b2,,,,,,F,,C,2011-09-07 12:00:00,8,129,0,0,2,1,0,35,0,1,0,1,2,0,0,2,0
234367,1da6cab7-037d-4bb1-b851-cc096e2a7052,,,,,,M,,C,2012-09-04 12:00:00,12,74,1,0,8,2,0,15,1,0,0,0,3,4,0,0,0
183243,c7575d75-2af4-4f3f-a2e0-5aafc518f159,,,,,,M,,C,2012-09-06 12:00:00,11,108,3,0,3,1,0,11,0,0,0,2,1,1,0,1,0
73498,4053e28a-a509-4743-9e58-8fd325497d39,,,,,,M,,C,2009-09-03 12:00:00,8,123,0,0,6,1,0,30,1,2,0,1,4,0,0,5,0
187713,faeebdb1-3e2b-4cb2-9ec4-af5060367ab2,,,,,,M,,C,2009-09-02 12:00:00,11,118,2,0,5,1,0,10,0,0,0,0,3,2,0,3,0
142299,f022d667-3159-4823-b52b-907fcf65887e,,,,,,M,,C,2009-09-01 12:00:00,10,94,7,0,2,2,0,3,0,1,0,1,3,1,0,1,0
213410,314afb21-b938-4141-aab2-9fb51af72c6e,,,,,,M,,C,2013-09-05 12:00:00,12,125,4,0,6,0,0,11,2,0,0,0,0,3,0,2,0
177863,268ed3a4-8d2f-44dd-8efe-16c75db06dc1,,,,,,M,,C,2013-09-02 12:00:00,11,125,5,0,6,0,0,9,0,1,0,2,2,0,0,0,0
185667,1e6bc51a-74eb-4b3f-8301-d40f70b4c474,,,,,,M,,C,2010-09-02 12:00:00,Leaver,82,8,0,7,0,0,21,0,1,0,0,1,4,0,4,0
241623,d1a8121b-01c1-4afd-b4ab-1fe57f194cc6,,,,,,M,,C,2013-09-01 12:00:00,8,87,8,0,1,0,0,7,0,0,0,0,4,0,0,0,0
237017,7e932745-5891-4cf2-98aa-da111e4d92f4,,,,,,F,,Leaver,2012-09-06 12:00:00,Leaver,77,5,0,4,1,0,16,0,1,0,3,1,1,1,6,0
162996,0af7901d-fedc-4e91-b63a-c408ae8aa168,,,,,,M,,C,2010-09-02 12:00:00,10,115,2,0,8,2,0,8,1,0,0,0,2,0,0,1,0
161831,3b397e64-2a2e-457e-b1a8-cdacdade76a3,,,,,,F,,C,2014-03-28 12:00:00,9,132,2,0,11,0,0,34,1,0,0,0,2,1,0,5,0
157262,654537be-1072-4dd0-b1d2-1cfb86155e93,,,,,,F,,C,2012-04-30 12:00:00,12,108,2,0,12,0,0,19,2,1,0,1,4,1,0,0,0
200909,ec16e066-a8de-426a-b9fc-5d2e66f822a7,,,,,,M,,C,2013-09-03 12:00:00,10,115,5,0,2,1,0,48,1,1,0,1,1,2,0,11,0
191380,b05c1a75-82ea-4efe-bd32-2da4454fe6e4,,,,,,F,,Leaver,2012-09-06 12:00:00,10,117,7,0,6,0,0,36,1,0,0,0,0,1,1,7,0
207528,9a0d7998-cef8-49f9-89e2-43e56a3e01f6,,,,,,F,,Leaver,2012-09-06 12:00:00,8,85,1,0,14,1,0,36,1,1,0,3,6,0,0,8,0
166722,5e37f84e-c8a0-4e7d-8d15-25baecc15a9f,,,,,,F,,C,2012-09-06 12:00:00,10,126,6,0,3,1,0,15,0,1,0,2,4,0,1,2,0
199972,7e4a6c5e-87dc-4940-914c-7025b6ad4438,,,,,,F,,Leaver,2009-09-03 12:00:00,10,128,3,0,5,1,0,13,2,1,0,1,3,2,0,1,0
183590,4263f33c-521f-4508-bae3-e40633828167,,,,,,F,,C,2013-09-05 12:00:00,12,125,1,0,6,0,0,24,1,0,0,2,2,4,0,11,0
114996,ec9391b4-0b87-478a-8e62-14938a586706,,,,,,M,,Leaver,2009-09-03 12:00:00,10,77,5,0,7,2,0,14,1,1,0,4,1,0,0,8,0
190614,3775bac1-3e08-4204-b3ac-3636726cdf30,,,,,,F,,C,2012-09-06 12:00:00,7,117,5,0,13,1,0,5,2,0,0,3,2,1,0,6,0
192067,fc083070-3fbb-4fe9-bed4-977d0d7dc322,,,,,,M,,Leaver,2012-09-05 12:00:00,8,118,3,0,5,1,0,7,2,1,0,0,8,0,0,2,0
160993,5b68dc31-294e-4a42-950e-3306a2536ebf,,,,,,F,,C,2010-09-03 12:00:00,8,129,7,0,5,1,0,7,0,0,0,3,3,3,0,3,0
170368,42b84064-87f5-4c9e-afa6-749f0af0a836,,,,,,F,,C,2012-09-01 12:00:00,11,132,6,0,2,2,0,1,0,1,0,0,1,1,0,8,0
205132,018fe573-c1ee-4d7a-860a-51e3a876e0d0,,,,,,M,,C,2013-09-04 12:00:00,Leaver,77,5,0,3,0,0,21,0,0,0,1,3,1,0,6,0
188092,c4870689-be1b-4b57-b190-8b66dc6823e9,,,,,,F,,Leaver,2011-09-01 12:00:00,8,122,6,0,2,0,0,5,1,1,0,2,0,3,0,4,0
142376,fece2e3a-38b6-4f54-9a3f-521ce8b0414b,,,,,,M,,Leaver,2013-09-05 12:00:00,8,88,2,0,3,2,0,27,1,0,0,0,4,0,1,0,0
125499,8bf9fbfe-7bfc-47bc-ba88-6ee893b2b3ba,,,,,,M,,C,2011-09-05 12:00:00,11,125,4,0,7,1,0,2,1,1,0,0,6,0,0,3,0
187048,7d13a6a2-2b3c-433c-ba27-b2c6b7bebb5d,,,,,,M,,C,2010-09-02 12:00:00,7,113,0,0,9,0,0,14,0,0,0,1,3,0,0,2,0
118640,28c1459b-f861-4280-a1c4-c5c4571dc967,,,,,,M,,C,2013-09-03 12:00:00,8,115,2,0,0,0,0,34,2,0,0,1,0,1,0,1,0
192862,edd97763-4e16-4c42-a05c-7fc929f7f00b,,,,,,M,,C,2011-09-07 12:00:00,10,131,4,0,9,2,0,12,1,1,0,1,4,1,0,5,0
169715,7adbe38a-4292-477c-bc45-186af1613762,,,,,,F,,C,2012-04-17 12:00:00,10,81,4,0,1,0,0,5,2,0,0,0,0,1,0,2,0
195959,84a44ee7-2d5d-45fc-a285-d9cec5b3f377,,,,,,M,,C,2012-09-06 12:00:00,7,71,5,0,8,1,0,33,0,0,0,0,3,1,0,0,0
113849,0f9a994a-cf12-45ca-83ae-22541475107b,,,,,,M,,C,2013-09-04 12:00:00,10,82,0,0,4,1,0,24,0,0,0,1,6,2,0,1,0
210639,7d4f0412-17cf-40b7-b319-b93d20a140b7,,,,,,M,,C,2010-09-01 12:00:00,8,78,6,0,1,0,0,16,0,0,0,1,6,1,0,15,0
114569,49ec108b-2b8a-4947-bfbf-75f97aad784f,,,,,,F,,C,2011-09-07 12:00:00,9,114,4,0,11,1,0,5,1,0,0,2,1,1,0,3,0
189305,76d1905d-a0e3-4809-8f4e-895127ac13fa,,,,,,M,,C,2011-01-24 12:00:00,10,116,0,0,10,1,0,6,1,0,0,3,5,2,0,10,0
249377,0cf62711-60de-4985-bf8d-4f7d7b0b20b6,,,,,,F,,C,2010-09-02 12:00:00,8,107,2,0,4,0,0,6,1,1,0,0,1,1,0,4,0
161677,577ab171-cfa9-4d46-9e2d-6dc7ec4daca7,,,,,,F,,C,2011-09-07 12:00:00,Leaver,118,4,0,5,1,0,25,1,1,0,1,3,1,0,1,0
189231,241bca2e-f0c3-4352-a36b-9edc7eab0577,,,,,,M,,C,2013-10-21 12:00:00,8,126,5,0,5,0,0,18,2,1,0,1,0,1,0,1,0
189090,c84c7d2d-a4e0-42e8-bc10-35bbe774f01d,,,,,,M,,C,2013-09-04 12:00:00,11,128,7,0,2,0,0,0,4,1,0,2,1,0,0,5,0
114528,94b7df39-17a2-485c-b771-b5440e03e0bd,,,,,,F,,Leaver,2009-09-03 12:00:00,Leaver,98,3,0,3,1,0,58,0,0,0,2,2,0,0,4,0
154300,c782b165-b8cb-4b8e-ba30-1b8a190b785f,,,,,,M,,Leaver,2009-09-03 12:00:00,12,93,8,0,0,0,0,34,1,1,0,1,3,0,0,0,0
228866,e8048ce1-9f2a-4ac5-a5aa-aa026acae0a5,,,,,,M,,C,2012-09-06 12:00:00,12,101,6,0,5,2,0,15,0,1,0,3,0,2,1,6,0
195357,d04ada63-c121-433b-a360-3ccb238b143c,,,,,,F,,Leaver,2013-09-01 12:00:00,10,103,1,0,2,1,0,1,1,0,0,2,4,2,0,6,0
242974,3f825fd5-db03-42e5-9fef-521479520fa5,,,,,,M,,C,2011-09-07 12:00:00,9,105,7,0,5,0,0,6,1,0,0,0,1,1,0,3,0
251397,44652ed5-7e59-4843-9aa1-5dd6238a829e,,,,,,M,,Leaver,2009-09-01 12:00:00,7,133,1,0,9,2,0,1,2,0,0,1,2,0,0,5,0
181709,51251c08-0ec3-4e81-b5c0-6ae21134da4b,,,,,,M,,C,2012-09-01 12:00:00,8,98,8,0,1,0,0,31,2,0,0,1,4,1,0,0,0
261212,a77e49d9-d62e-4946-ba60-a9d1dfd09762,,,,,,M,,C,2013-09-03 12:00:00,10,130,3,0,1,1,0,13,0,1,0,1,3,1,1,2,0
187607,d41962c0-a1cf-4a27-88b0-038c3f9c3aae,,,,,,M,,Leaver,2012-09-04 12:00:00,9,119,11,0,0,1,0,7,1,1,0,1,4,0,0,0,0
227517,124f84c7-7110-41b1-9e95-27571b972c9f,,,,,,F,,C,2011-09-05 12:00:00,8,121,2,0,5,1,0,21,1,1,0,1,5,1,0,9,0
234138,bce0f13f-ddc7-403b-8a09-292338ac54cd,,,,,,M,,C,2012-09-04 12:00:00,12,113,3,0,0,0,0,5,1,0,0,2,2,2,0,2,0
217334,f8fd523f-4cf2-4b56-ac6a-6bb272064c43,,,,,,F,,Leaver,2011-09-05 12:00:00,12,41,4,0,2,0,0,51,1,1,0,0,1,0,0,0,0
214166,f57aef44-8bd6-4bd0-92f9-ba2352d0dae3,,,,,,M,,C,2010-09-02 12:00:00,11,123,5,0,3,1,0,1,0,1,0,1,1,2,0,2,0
187064,2e217d5f-781c-4910-9398-44a50ee1a1ba,,,,,,F,,Leaver,2013-09-03 12:00:00,12,95,0,0,3,1,0,16,2,1,0,3,5,1,1,1,0
167899,df3284d6-aff4-427c-9344-ef14e104116d,,,,,,M,,Leaver,2012-09-04 12:00:00,8,107,1,0,1,0,0,26,1,1,0,2,1,1,0,3,0
203455,f9880d98-5272-493b-b6ec-ed2da4557b5e,,,,,,M,,C,2013-09-01 12:00:00,9,126,4,0,8,1,0,8,0,1,0,0,4,1,0,1,0
186829,5801e1f0-6d8e-4da8-bdfb-ca058caca96d,,,,,,F,,C,2012-04-01 12:00:00,9,104,3,0,7,0,0,11,1,1,0,3,3,3,0,2,0
247346,c93de40a-e24c-4354-b7b9-dd122b580ef5,,,,,,F,,C,2010-09-01 12:00:00,8,76,0,0,2,1,0,37,2,0,0,0,5,2,0,1,0
266799,2650d58b-8ea9-4ca2-89b5-e18476356746,,,,,,F,,C,2013-09-05 12:00:00,11,134,5,0,3,0,0,1,2,1,0,1,1,1,0,2,0
182981,f1afb5dd-9d1a-4e94-af47-e042ea783d5d,,,,,,M,,C,2010-09-02 12:00:00,10,120,6,0,6,2,0,16,0,1,0,2,3,2,0,7,0
168221,4ea6229f-eeb8-41a3-9301-332de7ef2012,,,,,,F,,C,2013-09-19 12:00:00,11,129,0,0,5,1,0,1,2,2,0,4,0,2,0,10,0
180132,db94967e-e952-4ce2-9801-8c99eec3e1bb,,,,,,F,,Leaver,2011-09-05 12:00:00,7,81,3,0,1,1,0,9,0,1,0,1,1,3,0,2,0
262200,019bbe3e-251b-4c87-802e-77c873eae890,,,,,,M,,C,2011-09-05 12:00:00,7,77,1,0,2,0,0,38,1,0,0,2,3,1,0,1,0
178458,a4c0092b-b6f0-440d-b808-1d5be04f1429,,,,,,F,,C,2013-09-04 12:00:00,7,120,0,0,0,0,0,42,3,0,0,2,1,1,0,3,0
198141,a29dff85-b6a3-4ebd-8bd3-a596d7718276,,,,,,M,,C,2012-09-06 12:00:00,9,120,8,0,4,0,0,3,3,0,0,3,0,2,0,2,0
193986,4ecacc35-c67c-4b81-af16-cdb91b73de7c,,,,,,M,,C,2010-09-02 12:00:00,12,100,4,0,3,1,0,21,1,0,0,2,3,1,0,3,0
129524,c33a1679-8746-4964-8822-38e68a265d1e,,,,,,F,,C,2012-04-01 12:00:00,9,126,5,0,3,1,0,3,2,1,0,0,0,1,0,1,0
199597,f343db43-5a23-4ae6-8272-4931d0fada86,,,,,,M,,C,2010-09-02 12:00:00,Leaver,99,2,0,5,0,0,37,1,0,0,3,2,0,0,0,0
210065,016bf1c1-23a4-49b2-811d-52e019e828f7,,,,,,F,,Leaver,2010-09-01 12:00:00,8,108,2,0,2,1,0,23,3,1,0,1,5,3,1,3,0
183726,ac05a8fc-a111-4213-9237-9aa820671dbb,,,,,,F,,C,2011-09-05 12:00:00,9,107,1,0,14,1,0,5,0,1,0,1,1,0,0,10,0
209611,40f1699e-e48a-422e-8ba7-0f84dbe0c99b,,,,,,F,,C,2012-09-03 12:00:00,9,121,1,0,9,1,0,4,1,1,0,1,4,1,0,3,0
228014,bcab7741-7782-4e81-bcba-df1b2566d925,,,,,,F,,C,2013-09-05 12:00:00,12,116,1,0,3,2,0,32,2,1,0,1,2,0,0,9,0
146330,e25d14b4-091f-4acd-a59e-61185f5a60d4,,,,,,F,,C,2013-09-05 12:00:00,9,77,4,0,5,0,0,13,0,1,0,0,4,2,0,3,0
140122,49d689c1-10e4-4de9-8f6a-85eb754477a0,,,,,,M,,C,2012-09-06 12:00:00,10,113,1,0,10,2,0,10,1,2,0,0,3,0,0,5,0
226128,f7a778ec-e0eb-4700-822c-148d40d764f5,,,,,,F,,C,2011-09-05 12:00:00,11,120,3,0,1,0,0,7,0,1,0,1,5,2,0,2,0
216542,9530c284-1a9d-448b-8917-5b557eee1703,,,,,,M,,C,2010-09-02 12:00:00,7,124,2,0,6,1,0,4,3,0,0,1,1,0,0,1,0
219021,f1570d6b-6987-41b3-b85e-101da158afd2,,,,,,F,,C,2011-09-06 12:00:00,8,130,5,0,3,0,0,17,2,0,0,3,6,1,0,3,0
173000,376fd636-8ce8-42cf-a506-d2e7f97cc98e,,,,,,F,,Leaver,2012-09-06 12:00:00,10,120,1,0,7,1,0,1,4,0,0,1,0,1,1,4,0
114963,c749904b-50bf-4f20-b258-74e24c111c08,,,,,,M,,C,2009-09-01 12:00:00,10,130,1,0,0,1,0,9,1,0,0,0,3,1,0,3,0
163871,46d824fd-36fd-45af-9670-f43cf28c444a,,,,,,F,,C,2012-09-06 12:00:00,8,112,3,0,7,2,0,16,1,0,0,1,2,1,0,2,0
219352,2e229126-3ebb-4cab-b438-83c150ab3d26,,,,,,M,,C,2013-09-04 12:00:00,12,84,4,0,5,2,0,28,2,0,0,3,3,0,0,7,0
183427,c293723e-092b-47b2-b923-33a0460670d5,,,,,,F,,Leaver,2011-09-07 12:00:00,11,118,0,0,6,2,0,9,0,0,0,0,2,3,0,1,0
237819,99f7a646-59ee-4ebe-beed-0ff704deb380,,,,,,F,,C,2009-09-03 12:00:00,10,128,0,0,4,1,0,5,0,1,0,0,4,1,0,2,0
211222,5983b245-e127-48ce-b074-85b2da480a97,,,,,,M,,C,2012-09-06 12:00:00,8,109,5,0,4,0,0,8,0,1,0,1,4,2,1,2,0
183258,06c69cc1-0638-4220-a3ee-85cf6ab81ec1,,,,,,F,,C,2009-09-03 12:00:00,10,117,4,0,2,0,0,25,0,1,0,1,1,3,1,1,0
188988,b96d75a1-8451-405c-b60c-203f51dd7062,,,,,,M,,C,2012-09-10 12:00:00,11,111,6,0,2,0,0,1,1,0,0,1,6,0,0,1,0
181186,9aef5aa2-c1da-4092-a33e-87c1dae0986a,,,,,,M,,C,2010-09-02 12:00:00,11,108,6,0,1,0,0,6,0,1,0,2,4,0,0,11,0
218122,8770169a-e2ef-4842-ab59-78bf2d041b3c,,,,,,M,,C,2012-09-04 12:00:00,10,72,8,0,10,0,0,6,0,1,0,1,3,0,0,0,0
158704,cb22ce6d-af68-4b04-a455-7a9566883a04,,,,,,M,,C,2010-09-02 12:00:00,11,104,4,0,2,2,0,8,1,0,0,2,2,0,0,6,0
168360,c73e3b19-ab2f-40b2-b10a-dd2b1be3a1d6,,,,,,F,,Leaver,2009-09-01 12:00:00,8,103,6,0,11,1,0,20,0,1,0,3,4,0,0,5,0
209239,109d4c71-9ee1-41b9-8d52-90efbc641c92,,,,,,M,,C,2012-09-01 12:00:00,11,125,5,0,0,0,0,1,2,1,0,1,3,3,0,4,0
121879,c017ab82-eb3f-49d7-91de-e6c5d8a136f3,,,,,,M,,Leaver,2010-09-03 12:00:00,8,112,6,0,8,0,0,5,3,0,0,1,1,0,1,10,0
153236,59b8f545-4c11-4e75-9a13-4affee815296,,,,,,M,,Leaver,2011-09-07 12:00:00,11,119,2,0,1,1,0,15,1,1,0,0,1,0,0,8,0
120380,240382aa-9569-4777-a973-1402c7870077,,,,,,M,,C,2009-09-01 12:00:00,9,130,2,0,9,1,0,2,2,1,0,1,1,5,1,6,0
