Estab,UPN,Surname,Forename,Middlenames,PreferredSurname,FormerSurname,Gender,DoB,EnrolStatus,EntryDate,NCyearActual,Ethnicity,Language,SENprovision,SENNeed1,SENNeed2,SENunitIndicator,ResourcedProvisionIndicator,UniqueLearnerNumber,Postcode,SAON,PAON,Street,Locality,Town,AdministrativeArea,postTown,AddressLine1,AddressLine2,AddressLine3,AddressLine4,AddressLine5,NativeID,FSME on Census Day,Age
226403,f75b962d-075d-41ff-9f98-6f58e9e6da36,,,,,,F,,C,2013-09-05 00:00:00,11,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,17+
233474,e90ac900-d69d-45c6-86d9-a7d03eaf4175,,,,,,M,,C,2016-09-01 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,18+
190429,0e396522-e81b-42e5-8fa5-cc1374d0ea19,,,,,,M,,C,2014-09-08 00:00:00,10,BAFR,URD,N,SPLD,,,False,,,,,,,,,,,,,,,,False,16+
210467,7603f756-5ce7-49c8-809e-3974ceaebf8c,,,,,,M,,C,2016-09-01 00:00:00,8,AIND,ENG,N,SPLD,,,False,,,,,,,,,,,,,,,,False,11+
131895,d1283388-ace6-4996-b6ab-9a7416649c61,,,,,,F,,C,2016-09-05 00:00:00,7,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,12+
184245,75a2c6c5-d804-46d1-b430-f1b1d0840216,,,,,,F,,C,2013-09-02 00:00:00,12,APKN,URD,N,,,False,,,,,,,,,,,,,,,,,False,17+
247255,88c6f97c-bcf3-47b5-a6a3-7b60a218779f,,,,,,M,,C,2016-03-04 00:00:00,8,WIRI,URD,N,,,False,False,,,,,,,,,,,,,,,,False,15+
139073,5835a88c-3433-4d9a-ae3a-6089ab8873e1,,,,,,M,,C,2013-09-04 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
139098,efc5ffc8-3fb8-4843-915c-74ce808c7621,,,,,,M,,C,2014-09-04 00:00:00,12,APKN,ENG,K,SLCN,SLCN,True,False,,,,,,,,,,,,,,,,False,16+
157374,f8d47abd-f89f-4eff-9eda-71678e1aacc8,,,,,,M,,C,2014-09-04 00:00:00,11,APKN,URD,N,,SLCN,,,,,,,,,,,,,,,,,,False,10+
172053,e825cf68-3f85-4bd4-bda6-4d7060cc14f1,,,,,,F,,C,2015-09-03 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
182869,152c41ae-67de-4e07-8dd2-967e00acddae,,,,,,F,,C,2017-09-01 00:00:00,10,WBRI,ENG,N,ASD,,,,,,,,,,,,,,,,,,,False,17+
283554,b5c1b35f-d4db-463f-becf-ccaf1f7775aa,,,,,,F,,C,2013-09-04 00:00:00,11,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
269396,bc98a8c3-da34-4f04-b6c8-47fa31873341,,,,,,F,,C,2013-09-05 00:00:00,12,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
181318,4686470c-8295-471a-803a-0fd3677b5a2c,,,,,,M,,C,2013-09-05 00:00:00,7,APKN,ENG,N,,,False,,,,,,,,,,,,,,,,,False,14+
190811,766c6ebe-8819-4dd0-bc40-698113e8c896,,,,,,F,,C,2013-09-03 00:00:00,12,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,11+
198696,932b4183-d1c1-43cb-8033-d39c40f1f961,,,,,,M,,C,2017-09-04 00:00:00,12,APKN,ENG,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,14+
244697,fa826b9d-de8d-4163-9970-861e2c35678a,,,,,,M,,C,2017-09-06 00:00:00,10,WENG,URD,N,SPLD,,,,,,,,,,,,,,,,,,,False,14+
115608,1fc214a8-be81-4763-a854-5eab8aea50d5,,,,,,F,,C,2013-09-03 00:00:00,9,MWBC,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
122122,62f4990c-8c10-46b1-b49d-acaf8ac69c43,,,,,,F,,C,2013-09-04 00:00:00,8,WBRI,ENG,N,,,False,,,,,,,,,,,,,,,,,False,15+
244201,9a4b91d7-df1a-43cf-a775-a8ac07d9b7bb,,,,,,M,,C,2015-09-01 00:00:00,8,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,12+
156896,adbff478-4db1-4c6a-ad0d-8db26a7ac980,,,,,,F,,M,2017-09-06 00:00:00,10,MWAS,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
163938,73e3620f-347d-4f9a-acc9-3b42f50adbe1,,,,,,M,,C,2015-09-01 00:00:00,14,AIND,ENG,N,,,,False,,,,,,,,,,,,,,,,False,14+
180482,175b2160-f1f1-47ea-9d80-96ed9b00508f,,,,,,F,,M,2015-09-04 00:00:00,8,REFU,URD,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,13+
147463,5416b139-d6cc-4176-a69d-c3ec3910b1fa,,,,,,F,,M,2015-09-01 00:00:00,7,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
257723,96012c1b-1b0f-4bd2-9e8c-e07c560e054c,,,,,,M,,C,2013-09-03 00:00:00,10,WBRI,URD,N,,,,False,,,,,,,,,,,,,,,,False,10+
174658,5b73a0d0-035f-492f-ac3e-61b63af3c72c,,,,,,F,,C,2016-09-01 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
222560,3a0de3a5-e013-4675-9a18-6504bc89decf,,,,,,F,,C,2012-09-06 00:00:00,7,WBRI,ENG,K,SPLD,,,False,,,,,,,,,,,,,,,,False,11+
198458,454d3b67-b49c-4ddc-9f2b-b02e844f5dea,,,,,,F,,C,2013-09-04 00:00:00,13,APKN,URD,N,,,False,False,,,,,,,,,,,,,,,,False,12+
109863,0666381b-31f9-48f7-87e3-36a78f221df6,,,,,,F,,C,2017-09-08 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
166940,94fb19b5-3b18-48c4-a7a1-6093a0795972,,,,,,F,,C,2016-09-05 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
138333,1e0e2300-9728-4dc9-bd35-3b09c5bca938,,,,,,M,,C,2016-09-01 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
129211,b7616263-fa65-4a12-96aa-da211f15c11a,,,,,,M,,C,2013-09-06 00:00:00,6,WBRI,ENG,K,,SLCN,False,,,,,,,,,,,,,,,,,False,10+
190036,dbe36a04-17f2-43ef-9d1a-ae163adf7869,,,,,,F,,C,2016-02-08 00:00:00,14,WBRI,ENG,K,,SLCN,False,,,,,,,,,,,,,,,,,False,18+
113191,1b13fecb-69c3-45a9-bc83-edc43eb0984f,,,,,,M,,C,2017-09-06 00:00:00,6,MWAS,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
117429,ea3ba125-fd03-4bb7-a90d-bb0309319e44,,,,,,M,,C,2010-01-05 00:00:00,7,WBRI,URD,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,15+
223189,eeeb5740-02bf-42e5-aeb1-5be22f007c03,,,,,,F,,C,2014-09-01 00:00:00,9,APKN,TAM,N,,,,,,,,,,,,,,,,,,,,False,15+
248889,49808732-7e09-40c0-bb60-22c706f1dc02,,,,,,F,,C,2017-09-06 00:00:00,9,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,16+
195860,2ac8bd07-b915-4b7d-8be9-e643ed8eb3ca,,,,,,M,,C,2015-09-01 00:00:00,7,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
155835,7952cfa7-9403-452b-8696-be8d6874eee7,,,,,,F,,C,2016-09-05 00:00:00,8,WBRI,ENG,K,,,,,,,,,,,,,,,,,,,,False,12+
254064,0fe740cb-9ae5-468a-878f-34ee2bfaa305,,,,,,F,,C,2014-09-04 00:00:00,13,ASRO,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,13+
121936,14e5def1-a0e9-4c92-a52e-226835c13858,,,,,,M,,C,2014-09-04 00:00:00,8,APKN,ENG,K,MLD,,False,False,,,,,,,,,,,,,,,,False,10+
236350,6f556ec7-5173-4a8e-ab98-007f07d8b0b3,,,,,,M,,C,2013-09-05 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,True,10+
107476,bb910c7f-51f5-4e4c-96d5-9175d850c178,,,,,,M,,C,2013-04-29 00:00:00,8,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
190778,ed24517c-9ffa-4de5-b6fa-7fd88cac0a2a,,,,,,M,,M,2016-09-01 00:00:00,7,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
100836,2503f21d-d39d-4f14-a47b-23268b38eafc,,,,,,M,,C,2017-11-18 00:00:00,13,APKN,ENG,K,,,,,,,,,,,,,,,,,,,,False,12+
194742,90b09421-3787-4513-ae92-8d973c78d7b5,,,,,,M,,C,2016-09-01 00:00:00,13,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,18+
144813,471bc0f9-bb45-4ac7-bc11-520a1998a975,,,,,,F,,C,2017-09-05 00:00:00,9,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,14+
151877,73f6c0f7-21d3-475e-9c47-12d8f48af574,,,,,,M,,C,2011-09-09 00:00:00,7,WBRI,FRN,N,,MLD,,,,,,,,,,,,,,,,,,False,16+
64401,001cfc1f-9175-467c-ae28-f75c7486ff21,,,,,,F,,C,2017-09-04 00:00:00,6,AIND,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
120924,c0c2028b-c675-4772-9909-b1eee00915fb,,,,,,M,,C,2015-09-01 00:00:00,12,WBRI,ENG,N,,,True,False,,,,,,,,,,,,,,,,False,16+
185405,48d70ee7-191f-47e2-abe4-3902339aa2f1,,,,,,F,,C,2012-09-05 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
189676,57a41bfb-a7ea-4515-9665-be41d22c340d,,,,,,F,,C,2014-09-04 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
200562,21508da9-5a6d-45cb-a9ce-3b08ceb8431e,,,,,,F,,C,2016-09-05 00:00:00,8,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
129288,ef2f8e73-226e-402a-b84b-69a821bf4e24,,,,,,F,,C,2011-09-05 00:00:00,7,APKN,ENG,K,SPLD,,,,,,,,,,,,,,,,,,,False,12+
150895,b5a5fabf-850e-4198-b9a2-1ee8ce21772f,,,,,,F,,C,2017-06-01 00:00:00,6,WBRI,ENG,K,SLCN,,False,,,,,,,,,,,,,,,,,False,13+
191097,5ee95640-4002-4165-a381-c9808b1817ff,,,,,,M,,C,2013-09-01 00:00:00,8,WBRI,ENG,K,,,,False,,,,,,,,,,,,,,,,False,13+
98614,87625c48-0818-4bed-8834-ee3e1247c9db,,,,,,F,,C,2017-09-04 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
204306,ddd337ba-cf09-4510-b735-14b0b2759f5b,,,,,,M,,M,2011-09-07 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
140662,aeec46ee-989f-4d0d-8db1-a0082a3afdab,,,,,,F,,C,2017-06-07 00:00:00,13,NOBT,TEL,K,,SLCN,False,,,,,,,,,,,,,,,,,False,16+
194568,030fdcf9-a404-4b84-9489-d1d2f8bee80e,,,,,,M,,C,2015-09-04 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
131153,70e14de1-6dea-4f9f-b0c6-057f83a3dbf6,,,,,,F,,C,2011-09-07 00:00:00,10,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,True,14+
209017,0f87c3c7-2c2c-4a01-a62b-452323121215,,,,,,F,,C,2012-09-05 00:00:00,10,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,True,10+
170588,4305856a-9a4c-4846-ab67-d5ba820fcdbd,,,,,,F,,C,2016-09-05 00:00:00,7,OFIL,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
144717,65da298b-a2dc-4fe6-94b0-e3d3d8cd4f15,,,,,,F,,C,2014-06-03 00:00:00,9,APKN,ENG,K,,,,,,,,,,,,,,,,,,,,False,11+
175308,9db0bff7-3916-455a-a1e9-faba3282ceb0,,,,,,M,,C,2013-09-05 00:00:00,9,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,14+
201925,b1bcb6e8-fd05-4a20-9bbd-354ce0543b90,,,,,,M,,M,2015-09-03 00:00:00,9,AIND,ENG,N,SPLD,,,False,,,,,,,,,,,,,,,,False,12+
120960,424624b3-e047-4bfb-b337-cb36c3b2b3fa,,,,,,F,,C,2014-09-01 00:00:00,8,MWAS,ENG,N,,SLCN,False,,,,,,,,,,,,,,,,,False,17+
162110,ebd99550-f920-4ae0-90ec-ad50c3d940e7,,,,,,F,,C,2017-09-04 00:00:00,7,WOTH,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,16+
186918,5f6ade7d-9824-41fd-a9f8-7fcc154f334e,,,,,,M,,C,2017-09-06 00:00:00,8,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
153752,1d2a0d5f-42a0-4bbf-9f06-486b916b5e10,,,,,,M,,C,2014-09-04 00:00:00,9,APKN,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,11+
205851,5ba8a0ed-007d-469e-aff2-aa1a7fc2abe6,,,,,,F,,M,2014-09-03 00:00:00,6,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
213103,4226be9d-fbef-4fb7-b837-383b0fcdf815,,,,,,M,,C,2015-09-03 00:00:00,10,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
175965,48de2064-9a7b-4267-a9a5-9dbadbf8d01d,,,,,,M,,C,2012-09-01 00:00:00,10,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,18+
166339,f3fecae8-9da5-4d00-8371-cb4ca43ad07b,,,,,,M,,C,2016-09-01 00:00:00,7,AIND,ENG,N,,,,True,,,,,,,,,,,,,,,,False,10+
165125,27b98c06-89df-4c51-8f7b-3531dea16d2e,,,,,,F,,C,2010-09-02 00:00:00,9,MOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,17+
227147,7a51891e-23b1-401e-82e7-172613d8387a,,,,,,M,,C,2017-09-06 00:00:00,11,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
233633,5f20955c-34f8-47e8-9e4e-5bab31183803,,,,,,M,,C,2011-09-05 00:00:00,9,MWAS,URD,N,,,False,,,,,,,,,,,,,,,,,False,10+
118232,44fd2110-b423-4a7b-aeff-904ada8ae97e,,,,,,F,,C,2011-09-07 00:00:00,6,WIRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,11+
217834,c13dda55-216c-4f67-9082-017d2c7c8cd4,,,,,,M,,C,2014-09-05 00:00:00,12,WBRI,URD,K,SPLD,,,,,,,,,,,,,,,,,,,False,14+
233307,956ec84a-0ee3-4019-b261-ca3a308308e9,,,,,,F,,C,2016-09-05 00:00:00,12,APKN,ENG,N,,,False,,,,,,,,,,,,,,,,,False,10+
176817,458cc2b0-48c7-4dc6-9906-e3d45ef98b1e,,,,,,F,,C,2013-09-04 00:00:00,10,WBRI,ENG,N,,SLCN,False,False,,,,,,,,,,,,,,,,False,13+
131928,4681e3dd-ba91-4e70-9ad3-2e7cff00b72a,,,,,,F,,C,2017-09-01 00:00:00,11,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
252854,119f4058-88fd-4efb-a0fa-0bf77cdd82ac,,,,,,F,,C,2013-09-03 00:00:00,11,WBRI,ENG,K,,,,,,,,,,,,,,,,,,,,False,10+
167788,975f258a-7207-4fb2-9c7c-098f8b72d57b,,,,,,M,,C,2013-09-05 00:00:00,8,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,10+
205975,26de7d2c-c990-4938-b501-4a5a0932ec39,,,,,,F,,C,2012-09-04 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
112531,13169183-31ba-4485-9ad9-878efa7a706b,,,,,,M,,C,2014-09-04 00:00:00,12,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,11+
145683,93d576da-97d6-464e-a9f2-4c4a0a330af4,,,,,,F,,C,2014-09-01 00:00:00,9,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
129809,4786c181-7006-41db-b639-4a22c3a489eb,,,,,,M,,C,2018-01-04 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
141012,0b8b290f-ff4c-4585-a537-79723e954998,,,,,,M,,C,2017-09-05 00:00:00,6,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
188510,ace18e47-389f-417c-8c9a-298f3d17026f,,,,,,M,,M,2015-09-07 00:00:00,9,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
122126,c1e85bc1-80c9-4d06-af4e-40459f8b85e9,,,,,,M,,C,2014-09-01 00:00:00,8,WBRI,URD,K,,SLCN,True,False,,,,,,,,,,,,,,,,False,15+
121924,69314a55-bf57-4b1e-a035-e5996ab4848a,,,,,,F,,M,2017-02-20 00:00:00,11,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,16+
170189,790abace-d2f5-4044-90e9-73675f8eae49,,,,,,M,,C,2016-09-01 00:00:00,7,WOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
239725,cd1b9ffe-db7e-4ee5-a952-ab1f2a3ece37,,,,,,M,,C,2016-09-05 00:00:00,10,WBRI,PNJM,N,,,False,False,,,,,,,,,,,,,,,,False,14+
135852,f3fecae8-9da5-4d00-8371-cb4ca43ad07b,,,,,,M,,C,2014-09-03 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
188286,6d96225c-6198-40b2-80fa-3d05e81f8daa,,,,,,F,,C,2017-09-06 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
227393,ce7660b0-90c5-4d3f-a2a2-70c3dc4d3365,,,,,,M,,C,2016-09-05 00:00:00,9,APKN,ENG,K,,,True,True,,,,,,,,,,,,,,,,False,12+
113917,4247aa8a-9b81-41da-a6ed-6f12539bde80,,,,,,F,,C,2015-09-04 00:00:00,7,APKN,ENG,K,SPLD,,False,False,,,,,,,,,,,,,,,,False,11+
110008,77184a59-41ee-42cc-9296-1d74cfd865d4,,,,,,M,,C,2014-09-01 00:00:00,10,AIND,ENG,K,,,,,,,,,,,,,,,,,,,,False,13+
190603,215f8f2e-6716-4f0f-898e-670fdaa1f946,,,,,,F,,C,2015-09-04 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
126541,5484ba13-32ae-4c23-bc15-845808fcf464,,,,,,F,,C,2014-09-04 00:00:00,8,APKN,ENG,N,,,,False,,,,,,,,,,,,,,,,False,13+
144076,6b12595c-62ac-4477-8518-b9641a372520,,,,,,F,,C,2011-06-06 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,10+
236236,df3da1da-4c1d-470b-8b3c-8b600061050d,,,,,,M,,C,2012-09-05 00:00:00,14,MOTH,URD,N,,,,False,,,,,,,,,,,,,,,,False,14+
183634,9699f99a-da43-4996-a84a-1e6251534681,,,,,,F,,M,2011-09-07 00:00:00,6,WBRI,ENG,N,SPLD,SLCN,False,True,,,,,,,,,,,,,,,,False,14+
170571,d8ea9e1d-7dd4-45f6-8639-1e6be57cce94,,,,,,M,,C,2016-09-05 00:00:00,6,MWAS,ENG,K,,,,,,,,,,,,,,,,,,,,True,12+
171619,cac2093b-f251-4f09-9650-3a97d78db460,,,,,,M,,C,2015-09-03 00:00:00,9,APKN,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
276594,fe9074f0-ffab-4150-b959-e36522103697,,,,,,F,,M,2017-09-06 00:00:00,10,WBRI,URD,N,,,False,,,,,,,,,,,,,,,,,False,14+
194962,23d7b905-03c2-463a-816f-233e4e097bcd,,,,,,M,,C,2014-09-04 00:00:00,11,APKN,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,12+
220959,7ba37606-604c-4606-94cc-44623a4f24c8,,,,,,F,,M,2017-09-04 00:00:00,13,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
152667,18244b2d-029a-412b-9716-a18dba844f2e,,,,,,F,,C,2016-09-01 00:00:00,9,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
199638,eab542c1-3bb0-495a-890d-735acfcf3ad3,,,,,,F,,C,2016-09-01 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,17+
152570,99906613-ade7-41a1-b48f-1b75094e5c4d,,,,,,M,,C,2014-09-03 00:00:00,7,APKN,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,15+
166364,24404c4d-3b4e-4e4c-8f92-4b5509ff8a6e,,,,,,M,,C,2012-09-06 00:00:00,8,WOTH,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,12+
212924,0c0145b8-1652-4c92-a41e-bdccc609d53f,,,,,,M,,C,2013-09-03 00:00:00,10,APKN,ENG,N,,,,False,,,,,,,,,,,,,,,,False,14+
160026,fb6f8b94-c5a5-4fd3-b495-7ccdb81fe297,,,,,,M,,C,2011-09-05 00:00:00,13,APKN,ENG,N,,,False,,,,,,,,,,,,,,,,,False,16+
145714,caea8ea6-52b8-4e0a-80e2-d30125fdf67f,,,,,,F,,C,2016-09-05 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
159610,79f38e31-f835-4bb2-8a0c-530b89795057,,,,,,M,,C,2017-09-06 00:00:00,12,WBRI,ENG,N,SPLD,,True,,,,,,,,,,,,,,,,,False,11+
167890,87279b8e-dfb8-49c7-950d-17725e5b88f2,,,,,,F,,C,2015-09-04 00:00:00,12,APKN,URD,K,,,,,,,,,,,,,,,,,,,,False,13+
170549,c7d6faf9-b11a-4dcc-a70f-f0cdbafd871a,,,,,,F,,C,2011-09-07 00:00:00,14,WBRI,URD,K,SPLD,,,False,,,,,,,,,,,,,,,,False,17+
167985,871016e9-72d2-4cf8-b1df-07d2dd4042fe,,,,,,F,,C,2016-09-05 00:00:00,11,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,13+
267809,3372f4bd-2046-4626-923f-22bb802bb493,,,,,,M,,C,2011-09-07 00:00:00,10,WBRI,ENG,K,,,,,,,,,,,,,,,,,,,,False,16+
206105,bc6325ab-1ace-4a54-80bd-182347ef61f6,,,,,,F,,C,2013-09-03 00:00:00,9,WBRI,PNJ,N,,,,,,,,,,,,,,,,,,,,False,17+
11661,7fc6a5f4-8ee8-48cd-b6ec-e9ae9701dae0,,,,,,F,,C,2017-09-07 00:00:00,6,APKN,ENG,E,MLD,,,,,,,,,,,,,,,,,,,True,16+
85629,d4761bd1-8eb8-475b-a805-6958e2bc5d40,,,,,,F,,C,2015-09-02 00:00:00,6,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
115171,7a21c290-1ff6-449a-b702-e12dc2b074e6,,,,,,F,,C,2017-09-06 00:00:00,10,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,15+
133864,9cc9f025-53a3-4a8d-8ec3-d699d8f9071a,,,,,,M,,C,2013-09-03 00:00:00,12,WBRI,BNG,N,SEMH,SLCN,False,,,,,,,,,,,,,,,,,False,18+
176867,0b744c8f-724d-4306-968c-342c73a8e946,,,,,,M,,C,2017-09-06 00:00:00,12,APKN,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,16+
174187,7f5de50d-551d-4e28-85e9-ca4e2c76456e,,,,,,M,,C,2014-09-04 00:00:00,6,APKN,URD,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,10+
166586,c397b071-befe-4b12-b64d-00eda3897a95,,,,,,M,,C,2017-01-09 00:00:00,8,WBRI,URD,N,SPLD,,False,False,,,,,,,,,,,,,,,,False,16+
225302,f7ef527c-4cfc-4d1f-b927-d63df6b117d7,,,,,,F,,M,2011-09-07 00:00:00,12,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,16+
212873,367c6ee6-22ed-4098-8639-cbbcafa5d7c4,,,,,,M,,C,2017-09-06 00:00:00,13,WBRI,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
228111,9634175a-d4ac-4a5e-8cba-4648e08feca5,,,,,,F,,C,2014-09-04 00:00:00,13,WBRI,URD,K,SPLD,,,False,,,,,,,,,,,,,,,,False,16+
141591,1786ca8b-aebe-4626-99e1-e975622fe7f7,,,,,,F,,C,2016-02-04 00:00:00,8,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
202555,3fc22cc2-87da-4354-87ea-624256b7edcf,,,,,,F,,M,2017-02-22 00:00:00,10,WBRI,URD,N,SPLD,SLCN,,False,,,,,,,,,,,,,,,,False,16+
231230,ff8cb583-396b-47b2-bf0a-9d85f1b54ae1,,,,,,M,,M,2015-09-04 00:00:00,11,AOTH,URD,N,,,False,False,,,,,,,,,,,,,,,,False,15+
174494,460dd7a9-fffd-4055-9644-67a906d61d74,,,,,,M,,C,2012-01-03 00:00:00,7,APKN,URD,N,,,,False,,,,,,,,,,,,,,,,False,13+
107960,d7da7108-8d5e-480c-ae58-3e2914100cf9,,,,,,M,,C,2017-09-04 00:00:00,7,WBRI,URD,N,,SLCN,,,,,,,,,,,,,,,,,,False,12+
175945,1fd4adff-e2ef-41b0-b6eb-f1309070bc74,,,,,,M,,C,2017-09-06 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,14+
178126,aae98436-d7df-4c2e-b9dd-9c8f04eb0e48,,,,,,F,,C,2017-01-05 00:00:00,6,WBRI,ENG,K,,,,,,,,,,,,,,,,,,,,False,11+
204929,768769fc-7fdf-4d93-a1ba-c530c5d357c5,,,,,,M,,C,2013-09-01 00:00:00,8,WBRI,ENG,N,SPLD,,,,,,,,,,,,,,,,,,,False,11+
152353,97d7fb11-3310-4375-9a4d-1049aaf2ca79,,,,,,F,,C,2017-09-04 00:00:00,12,WBRI,URD,N,,,,,,,,,,,,,,,,,,,,False,13+
137372,d8559bb4-f255-4074-b7c0-fe0ffbea4b51,,,,,,M,,C,2014-09-03 00:00:00,9,APKN,PNJ,N,,,,,,,,,,,,,,,,,,,,False,15+
132572,7117f8f6-f291-44bb-928d-60b0f53301ed,,,,,,M,,C,2013-09-04 00:00:00,10,WOTH,URD,N,,,,,,,,,,,,,,,,,,,,False,10+
212244,df320606-94b0-4099-a900-edb4e58372ff,,,,,,F,,C,2012-04-23 00:00:00,7,APKN,ENG,N,,,,,,,,,,,,,,,,,,,,False,12+
165974,fa10fcab-491a-4552-8f8e-5dbcff65a267,,,,,,M,,C,2016-09-01 00:00:00,7,AOTH,ENG,N,,,,,,,,,,,,,,,,,,,,False,11+
118299,2acc77c0-d3f2-4e92-886e-3d685344d323,,,,,,M,,C,2017-09-04 00:00:00,8,WBRI,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,13+
263921,09fa2aca-b41a-4dc2-b4d5-70975fa34ae8,,,,,,M,,C,2014-09-04 00:00:00,14,WBRI,ENG,N,,SLCN,,,,,,,,,,,,,,,,,,False,14+
173580,8361bab3-7c90-4261-87f5-f41c8b2b08da,,,,,,F,,C,2014-09-04 00:00:00,9,CHNE,ENG,N,,,,,,,,,,,,,,,,,,,,False,15+
230606,f7f88fdc-af1d-47d9-8e8b-0ccf671ec4e3,,,,,,M,,C,2016-09-01 00:00:00,14,APKN,ENG,N,,,False,False,,,,,,,,,,,,,,,,False,15+
